        4	2025-01-01 08:52:06	1	0	1	0
       16	2025-01-01 09:13:08	1	0	1	0
       15	2025-01-01 09:13:42	1	0	1	0
       12	2025-01-01 10:19:25	1	0	1	0
        2	2025-01-01 10:23:49	1	0	1	0
        9	2025-01-01 10:23:57	1	0	1	0
       10	2025-01-01 10:48:45	1	0	1	0
       11	2025-01-01 11:40:01	1	0	1	0
        6	2025-01-01 11:40:27	1	0	1	0
       11	2025-01-01 11:40:40	1	0	1	0
        8	2025-01-01 11:41:05	1	0	1	0
        4	2025-01-01 17:35:16	1	1	1	0
       12	2025-01-01 18:01:12	1	1	1	0
        8	2025-01-01 18:01:31	1	1	1	0
       15	2025-01-01 18:11:00	1	1	1	0
       16	2025-01-01 18:11:05	1	1	1	0
       10	2025-01-01 18:12:56	1	1	1	0
       11	2025-01-01 18:13:01	1	1	1	0
        9	2025-01-01 18:13:10	1	1	1	0
        6	2025-01-01 18:14:05	1	1	1	0
       11	2025-01-02 08:51:50	1	0	1	0
        9	2025-01-02 08:51:57	1	0	1	0
        4	2025-01-02 09:03:24	1	0	1	0
       12	2025-01-02 09:06:53	1	0	1	0
        6	2025-01-02 09:08:22	1	0	1	0
        6	2025-01-02 09:10:24	1	0	1	0
        6	2025-01-02 09:10:25	1	0	1	0
       10	2025-01-02 09:19:15	1	0	1	0
        2	2025-01-02 09:24:28	1	0	1	0
        8	2025-01-02 09:29:25	1	0	1	0
       16	2025-01-02 09:36:32	1	0	1	0
       15	2025-01-02 09:37:32	1	0	1	0
        4	2025-01-02 17:34:59	1	1	1	0
       15	2025-01-02 18:02:10	1	1	1	0
       16	2025-01-02 18:02:13	1	1	1	0
       12	2025-01-02 18:02:48	1	1	1	0
        8	2025-01-02 18:05:02	1	1	1	0
       11	2025-01-02 18:11:03	1	1	1	0
        9	2025-01-02 18:11:12	1	1	1	0
       10	2025-01-02 18:11:14	1	1	1	0
        6	2025-01-02 18:11:37	1	1	1	0
       10	2025-01-03 09:02:51	1	1	1	0
       13	2025-01-03 09:02:54	1	1	1	0
        4	2025-01-03 09:03:02	1	0	1	0
       10	2025-01-03 09:03:08	1	0	1	0
       13	2025-01-03 09:03:30	1	0	1	0
       11	2025-01-03 09:05:09	1	0	1	0
        9	2025-01-03 09:05:17	1	0	1	0
        2	2025-01-03 09:05:41	1	0	1	0
       12	2025-01-03 09:09:42	1	0	1	0
        6	2025-01-03 09:20:32	1	0	1	0
        6	2025-01-03 09:20:34	1	0	1	0
       15	2025-01-03 09:24:56	1	0	1	0
        8	2025-01-03 09:34:27	1	0	1	0
        4	2025-01-03 17:38:56	1	1	1	0
       12	2025-01-03 18:05:29	1	1	1	0
       15	2025-01-03 18:14:09	1	1	1	0
       16	2025-01-03 18:14:12	1	1	1	0
       10	2025-01-03 18:14:41	1	1	1	0
        9	2025-01-03 18:15:41	1	1	1	0
       11	2025-01-03 18:18:36	1	1	1	0
        8	2025-01-03 18:18:46	1	1	1	0
        6	2025-01-03 18:20:14	1	1	1	0
        9	2025-01-06 09:03:37	1	0	1	0
       11	2025-01-06 09:03:41	1	0	1	0
       12	2025-01-06 09:11:00	1	0	1	0
       10	2025-01-06 09:14:13	1	0	1	0
        4	2025-01-06 09:22:25	1	0	1	0
        6	2025-01-06 09:22:36	1	0	1	0
        2	2025-01-06 09:36:44	1	0	1	0
        8	2025-01-06 09:40:25	1	0	1	0
       15	2025-01-06 09:51:39	1	0	1	0
       16	2025-01-06 09:51:49	1	0	1	0
        4	2025-01-06 17:33:09	1	1	1	0
        2	2025-01-06 17:53:31	1	1	1	0
       12	2025-01-06 17:59:55	1	1	1	0
        8	2025-01-06 18:04:03	1	1	1	0
       16	2025-01-06 18:04:29	1	1	1	0
        9	2025-01-06 18:04:51	1	1	1	0
       15	2025-01-06 18:11:48	1	1	1	0
        6	2025-01-06 18:12:33	1	1	1	0
        6	2025-01-06 18:12:35	1	1	1	0
        9	2025-01-07 09:01:16	1	0	1	0
        6	2025-01-07 09:09:48	1	0	1	0
        6	2025-01-07 09:09:49	1	0	1	0
       11	2025-01-07 09:09:59	1	0	1	0
       12	2025-01-07 09:26:56	1	0	1	0
        4	2025-01-07 09:31:24	1	0	1	0
        2	2025-01-07 09:31:42	1	0	1	0
       16	2025-01-07 09:33:51	1	0	1	0
       15	2025-01-07 09:35:06	1	0	1	0
        8	2025-01-07 09:48:33	1	0	1	0
        4	2025-01-07 17:33:10	1	1	1	0
       12	2025-01-07 18:03:21	1	1	1	0
       15	2025-01-07 18:10:38	1	1	1	0
       16	2025-01-07 18:10:43	1	1	1	0
       11	2025-01-07 18:24:19	1	1	1	0
        9	2025-01-07 18:26:33	1	1	1	0
        8	2025-01-07 18:26:50	1	1	1	0
        6	2025-01-07 18:26:55	1	1	1	0
        6	2025-01-07 18:26:56	1	1	1	0
        4	2025-01-08 08:50:34	1	0	1	0
        6	2025-01-08 09:09:23	1	0	1	0
       12	2025-01-08 09:11:42	1	0	1	0
        2	2025-01-08 09:20:39	1	0	1	0
       10	2025-01-08 09:23:31	1	0	1	0
       11	2025-01-08 09:23:34	1	0	1	0
        9	2025-01-08 09:24:56	1	0	1	0
       16	2025-01-08 09:25:17	1	0	1	0
       15	2025-01-08 09:26:35	1	0	1	0
        4	2025-01-08 17:41:20	1	1	1	0
       12	2025-01-08 18:01:42	1	1	1	0
       16	2025-01-08 18:03:53	1	1	1	0
       15	2025-01-08 18:04:27	1	1	1	0
       10	2025-01-08 18:08:48	1	1	1	0
        6	2025-01-08 18:08:52	1	1	1	0
        6	2025-01-08 18:08:53	1	1	1	0
       11	2025-01-08 18:08:55	1	1	1	0
        9	2025-01-08 18:08:59	1	1	1	0
        2	2025-01-08 18:09:20	1	1	1	0
       12	2025-01-09 09:00:38	1	1	1	0
       12	2025-01-09 09:00:54	1	0	1	0
       11	2025-01-09 09:20:50	1	0	1	0
       11	2025-01-09 09:20:51	1	0	1	0
        9	2025-01-09 09:20:58	1	0	1	0
        8	2025-01-09 09:25:19	1	0	1	0
       16	2025-01-09 09:38:46	1	0	1	0
       15	2025-01-09 09:39:33	1	0	1	0
        6	2025-01-09 14:30:08	1	0	1	0
       15	2025-01-09 17:33:10	1	0	1	0
       15	2025-01-09 17:33:28	1	1	1	0
       16	2025-01-09 17:33:56	1	1	1	0
        8	2025-01-09 18:07:11	1	1	1	0
       12	2025-01-09 18:10:19	1	1	1	0
       11	2025-01-09 18:31:58	1	1	1	0
        6	2025-01-09 18:32:02	1	1	1	0
        9	2025-01-09 18:32:10	1	1	1	0
        4	2025-01-10 08:57:34	1	0	1	0
       11	2025-01-10 09:07:44	1	0	1	0
        9	2025-01-10 09:07:47	1	0	1	0
       12	2025-01-10 09:09:30	1	0	1	0
        6	2025-01-10 09:16:49	1	0	1	0
        2	2025-01-10 09:26:36	1	0	1	0
        8	2025-01-10 09:38:57	1	0	1	0
       15	2025-01-10 09:47:13	1	0	1	0
        6	2025-01-10 16:50:28	1	0	1	0
        4	2025-01-10 17:33:22	1	1	1	0
       16	2025-01-10 18:02:27	1	1	1	0
       15	2025-01-10 18:02:32	1	1	1	0
       12	2025-01-10 18:08:04	1	1	1	0
        8	2025-01-10 18:08:13	1	1	1	0
